TERYT;TELEFON
1403122;256827120
1415112;297671041
1406113;486651200
1465011;224431000
1416102;296458000
1433011;257922326
1417082;225125800
1413092;236540004
1408052;227822732
1423082;486730001
1425112;486183600
1433092;257934495
1403132;256853070
1424062;236914092
1438052;468545010
1426112;256417313
1413102;236557024
1426122;256312658
1400000;225979100
1425122;486186020
1434123;227633000
1435053;297424201
1419153;242672600
1401063;486157003
1435062;297571228
1414063;227852145
1425132;486105122
1420122;236619013
1416112;862706004
1424072;297410394
1427072;242766101
1434031;225109700
1426132;256416390
1434041;227613971
1436053;486762210
1405062;468578181
1403143;257541144
1437063;236572558
1438011;468581500
1601011;774169970
1601033;774040300
1601043;774246600
1601052;774118630
1601062;774129682
1601000;774447900
1601022;774046600
1602013;774036920
1602022;774868228
1602033;774852325
1602043;774854356
1602000;774053660
1603022;774872266
1603032;774871159
1603011;774050311
1603042;774036461
1603052;774801460
1603000;774833108
1603062;774820350
1604013;774134216
1604023;774181481
1604032;774175470
1604000;774185218
1604043;774188340
1605013;774076800
1605023;774466800
1605000;774074300
1605032;774076660
1605042;774667540
1605053;774064400
1606012;774108250
1606023;774190304
1606032;774693080
1606000;774103695
1606042;774196179
1606052;774195511
1607013;774092100
1607022;774312135
1607033;774343820
1607042;774311300
1607053;774080500
1607063;774315016
1607073;774316791
1607082;774357614
1607000;774085070
1607092;774318082
1608013;343575100
1608023;343505710
1608033;343597842
1608000;343597833
1608043;343591009
1608052;343599004
1608062;343595072
1608072;774216076
1661011;774511800
1609012;774219696
1609022;774641010
1609032;774695525
1609042;774031700
1609052;774270533
1609062;774214034
1609073;774606295
1609083;774622810
1609092;774692027
1609000;775415101
1609103;774013700
1609112;774640850
1609122;774600143
1609132;774212012
1610013;774388531
1610023;774069900
1610032;774074650
1610000;774381700
1610043;774066200
1611012;774617260
1611022;774623500
1611033;774611140
1611043;774615281
1611000;774401700
1611053;774049300
1611063;774048750
1611073;774623100
1600000;775416410
1801032;134619009
1801052;134610013
1801000;134712500
1801083;134608000
1802013;134341050
1802022;134347041
1802032;134303002
1802042;134391002
1802052;134306033
1802062;134398020
1802000;134342645
1803023;146803026
1803032;146761030
1803011;146838100
1803042;146803310
1803052;146833053
1803063;146721036
1803000;146803100
1803072;146807121
1804032;166240000
1804011;166248700
1804042;166248610
1804052;166285046
1804062;166220380
1804000;166246200
1804073;166236114
1804021;166282417
1804082;166281138
1804092;166221391
1804102;166225822
1804112;166223631
1805022;134460105
1805032;134413728
1805011;134486300
1805042;134436669
1805053;134460221
1805062;134414045
1805072;134415605
1805082;134420005
1805000;134463189
1805092;134491062
1805112;134424089
1806012;172837702
1806062;177442109
1806023;172271333
1806032;158471074
1806042;172279341
1806000;177445771
1806052;172285034
1807012;134313083
1807023;134329100
1807033;134350212
1807102;134310581
1807043;134484710
1807052;134354080
1861011;134367543
1807062;134315190
1807072;134353012
1807000;134375700
1807083;134355006
1807092;134385016
1821012;134684077
1821022;134686338
1821033;134698001
1821042;134617045
1821000;134697124
1821052;134692118
1808022;172428265
1808032;172438010
1808011;172427333
1808042;172406200
1808053;172413177
1808000;172404500
1809023;166311076
1809032;166313455
1809011;166328010
1809042;166321684
1809053;166317087
1809063;166315010
1809000;166328700
1809072;166318050
1809082;166310126
1810022;172245227
1810032;172262324
1810011;172252202
1810042;172252264
1810052;172265352
1810000;172257000
1810062;172261281
1810072;172243018
1811022;175815516
1811032;177741922
1811042;177744282
1811011;177888500
1811052;177730590
1811062;158514460
1811000;177800400
1811073;175813119
1811083;146819121
1811092;177743720
1811102;146669751
1812012;158791306
1812022;158713141
1812032;158794304
1812042;158798352
1812053;158415643
1812000;158412700
1812063;158761002
1812073;158763041
1813012;166726091
1813022;166511156
1813032;166719817
1813042;166718370
1813052;166711486
1813062;166715391
1813072;166712693
1813000;166785054
1813082;166704800
1862011;166786820
1813092;167354003
1813102;166713378
1814022;166229001
1814032;166411429
1814042;166514014
1814053;166423142
1814000;166487009
1814011;166487844
1814062;166487397
1814073;166227301
1814082;166421221
1814092;166401528
1815012;177455950
1815022;177451160
1815000;172218306
1815033;172210510
1815043;172216001
1815052;172214819
1816023;172297119
1816033;178755200
1816042;172296606
1816011;166521093
1816052;166521257
1816063;177897010
1816072;172304560
1816082;178556776
1816092;172300200
1816102;178503914
1816000;178671463
1863011;177889900
1816113;177729019
1816122;178670100
1816132;177713700
1816143;172219310
1817022;134673061
1817032;134674015
1817042;134677035
1817000;134652900
1817011;134652811
1817052;134656551
1817062;134656931
1817073;134622062
1817082;134671001
1818022;158708324
1818000;156433709
1818032;158410004
1818042;158454302
1818011;156433456
1818053;158738476
1818062;158459419
1819012;177172100
1819022;172777110
1819032;172773002
1819000;172765000
1819043;172761354
1819052;172775063
1820013;158118581
1820022;158362075
1820032;158112715
1820043;158462671
1820000;153067010
1864011;158226570
1800000;178501700
2001011;876434212
2001022;876433767
2001032;876424091
2001043;876422700
2001052;876419520
2001062;876439080
2001000;876439650
2001072;876439750
2002013;857132200
2002023;857131350
2002032;857428155
2002042;857180698
2002052;857132880
2002063;857152251
2002073;857131773
2002082;856501314
2002000;857403952
2002093;857132702
2002103;856503598
2002112;857158000
2002123;857181627
2002133;857185400
2002143;857188100
2002152;857140028
2061011;858696001
2003011;857318103
2003032;857306851
2003042;857319610
2003021;857375362
2003052;857375031
2003062;857305787
2003000;858332616
2003072;857305850
2003082;857305890
2004011;862730802
2004022;862723000
2004000;862738400
2004032;862737110
2004043;862721940
2004053;862735080
2004062;862731001
2005022;856812487
2005032;856850400
2005042;856818990
2005052;856827981
2005011;856822180
2005062;856822500
2005073;856818004
2005082;856816016
2005092;856829880
2005000;856822718
2006022;862790021
2006011;862782133
2006032;862789123
2006042;862791312
2006000;862782429
2006053;862785511
2006062;862786333
2062011;862163389
2007013;862172040
2007022;862162246
2007032;862174978
2007043;862175528
2007052;862162476
2007000;862156900
2007062;862177003
2007072;862241560
2007082;862196018
2007092;862140029
2008013;857380043
2008022;857278030
2008032;857278012
2008043;857279971
2008052;857169033
2008063;857162587
2008000;857278801
2008072;857385056
2009022;875165038
2009032;875164010
2009000;875173910
2009042;875161040
2009011;875162073
2009052;875162045
2010023;856565260
2010032;856565900
2010042;856568030
2010052;856565861
2010062;856579070
2010072;856575078
2010082;856578515
2010000;856566502
2010011;856565800
2010092;856552860
2011013;857121100
2011022;857216002
2011032;857229181
2011043;857228550
2011052;857229281
2011062;857226032
2011000;857110876
2011072;857220985
2011083;857110900
2011093;857229400
2011102;857221404
2012012;875694023
2012022;875696081
2012032;875683022
2012000;875659203
2012042;875627233
2012052;875686420
2012062;875687254
2012072;875659300
2012082;875659041
2012092;875688049
2063011;875628102
2013023;862771145
2013033;862755036
2013042;862774520
2013052;862743003
2013062;864769015
2013072;864769520
2013000;862752417
2013082;864763010
2013093;864760132
2013011;862752592
2013102;862752627
2014022;862703026
2014000;862712418
2014032;862763168
2014042;864768011
2014011;862714831
2014052;862714616
2000000;856654600
2201012;598211316
2201023;598222317
2201032;598212643
2201042;598213231
2201052;598217080
2201063;598570700
2201072;598214800
2201000;598228000
2201082;598216600
2201092;598580223
2201102;598215040
2202023;523969300
2202011;523971800
2202032;523972129
2202043;523954860
2202052;598331008
2202000;523966501
2203023;598332079
2203011;598342291
2203032;598341001
2203043;598335351
2203052;598574258
2203000;598342595
2203062;598334301
2203072;598331722
2261011;583236000
2204022;586836164
2204032;586910520
2204000;586834999
2204011;587759921
2204042;586929421
2204052;586825146
2204062;586839128
2204072;583556800
2204082;586828323
2262011;586688000
2205012;586856868
2205023;586945106
2205000;586853343
2205032;585001600
2205042;586819500
2205052;586841121
2205062;588828940
2205072;586856360
2205083;586858300
2206022;586880022
2206032;586873322
2206011;586802300
2206042;586865980
2206052;586878520
2206062;586874515
2206072;586877127
2206000;586801840
2206082;586876020
2207022;552624050
2207011;556464700
2207032;552614151
2207000;556465000
2207043;552782001
2207052;552774270
2207062;552757510
2208032;598613460
2208011;598624280
2208021;598661510
2208042;598612428
2208000;598632810
2208052;598611182
2209032;552712723
2209011;556290400
2209042;556472807
2209062;552711531
2209073;552715100
2209000;556460400
2209082;552713532
2210011;552476527
2210023;552472401
2210032;552471328
2210000;552473671
2210042;552478171
2210052;552478151
2211011;586777240
2211021;586751999
2211052;586604343
2211062;586754100
2211000;586734202
2211031;586730500
2211072;586732096
2211041;586745400
2212022;598484431
2212032;598131623
2212042;598116010
2212053;598576621
2212062;598429070
2212072;598115072
2212000;598418500
2212082;598428460
2263011;598488300
2212092;598117215
2212011;598154300
2212102;598146044
2264011;585213751
2213042;585621766
2213013;585878850
2213052;585889201
2213062;585885226
2213072;585881468
2213082;565821281
2213000;587673500
2213093;585882201
2213021;585824754
2213102;585824645
2213112;585619033
2213031;585306019
2213122;585625067
2213132;585884567
2216013;552762501
2216022;556404357
2216000;552677441
2216032;552761481
2216042;556405050
2216053;556406303
2214023;585307919
2214032;585362719
2214043;585361261
2214000;587734800
2214052;585368501
2214011;587759300
2214062;585305132
2215042;585723940
2215052;586767677
2215062;586768582
2215072;586782068
2215082;586789135
2215000;585729411
2215011;586788023
2215021;586796500
2215092;586764423
2215031;586777000
2215102;586779701
2200000;583268555
2401011;322677041
2401042;322877887
2401021;327637900
2401052;322887900
2401000;323680700
2401062;322944900
2401073;326499400
2401081;322931552
2401031;327695066
2402022;322157700
2461011;334971497
2402032;334990066
2402043;322147110
2402052;334726200
2402062;338286600
2402072;338298650
2402082;338272810
2402000;338136900
2402011;338295000
2402093;338129430
2402102;334990077
2414011;323242400
2414042;322189366
2414052;322257503
2414021;322255505
2414031;322166511
2414000;322269100
2462011;322812051
2463011;324165000
2403042;338536222
2403052;338561096
2403011;334794200
2403062;338533881
2403072;334790510
2403082;338569479
2403092;338556500
2403000;334777144
2403103;338533854
2403113;338570142
2403021;338579300
2403031;338552425
2403122;324755100
2404013;343270409
2464011;343707100
2404022;343555018
2404032;343278048
2404042;343273338
2404052;343281122
2404063;343551881
2404072;343282057
2404082;343202003
2404092;343550021
2404102;343284005
2404112;343288019
2404122;343285076
2404132;343274126
2404000;343229100
2404142;343554120
2404152;343279014
2404162;343140334
2465011;322956700
2466011;322313041
2405032;323011300
2405011;322351017
2405042;322356521
2405000;323326600
2405021;323326000
2405052;324000700
2405063;322387191
2405073;322378000
2405082;322378500
2467011;324785100
2468011;326181540
2469011;322593909
2406013;343100150
2406023;343175172
2406032;343188032
2406042;343178010
2406052;343196033
2406062;343179035
2406072;343177067
2406000;343109500
2406082;343191154
2406092;343170245
2407022;343539100
2407032;343535100
2407042;343574100
2407052;343533100
2407062;343576100
2407011;343530100
2407072;343534100
2407000;343510500
2407083;343669911
2408011;323248010
2408021;323248500
2408042;322355320
2408031;323248800
2408000;323248100
2408052;323256800
2470011;323171100
2409023;343411219
2409011;343132682
2409032;343151020
2409042;343145251
2409000;343159101
2409053;343148036
2471011;322872041
2410012;322107185
2410022;322188182
2410032;322116196
2410042;324756300
2410000;324492300
2410053;324493900
2410062;324493050
2411022;324301037
2411033;324108202
2411042;324194050
2411053;324191417
2411062;324102018
2411072;324198075
2411000;324597300
2411011;327550600
2411082;324106418
2472011;322449000
2412013;324295911
2412022;324327140
2412032;324302002
2412042;324300051
2412000;324228300
2412052;324327500
2473011;324392000
2474011;327605200
2475011;322960600
2476011;323491800
2413011;343527630
2413052;322857016
2413021;323938001
2413062;323932860
2413000;323813725
2413031;322890727
2413072;322847400
2413041;323933600
2413082;322857493
2413092;322337012
2477011;327763333
2415052;324765065
2415062;324513056
2415072;324516128
2415082;324592800
2415092;324759740
2415000;324539710
2415011;324559551
2415021;324590200
2415031;324537411
2415041;324590460
2478011;323733300
2416032;343543009
2416042;343152150
2416053;326729422
2416063;326709700
2416073;326735104
2416011;326771355
2416000;324507101
2416083;343557069
2416092;343153030
2416021;324941265
2416102;326449320
2479011;324348200
2417022;338661325
2417032;338653020
2417042;338630700
2417052;338639407
2417062;338670622
2417072;338651601
2417082;338630500
2417092;338637190
2417000;338605000
2417102;338676610
2417112;338643155
2417122;338654098
2417132;338638010
2417142;338647350
2417152;338609797
2417011;334754203
2400000;322078888
2601013;413705200
2601022;413532038
2601032;412345409
2601042;413765403
2601000;413705020
2601052;413776041
2601062;413779800
2601072;413533135
2601082;413690900
2602012;413851210
2602023;413861010
2602033;413855135
2602042;413814567
2602052;413808048
2602000;413863741
2602063;413811127
2602072;413816024
2602082;413871037
2602092;413806118
2603012;413511610
2603022;413512028
2603033;413521937
2603042;413518052
2603000;413502312
2603053;413529085
2661011;413676000
2604012;413025094
2604023;413115010
2604033;413151006
2604043;413542278
2604053;413171694
2604062;413023620
2604072;413437054
2604082;413914001
2604092;413110060
2604102;413031601
2604112;413737002
2604122;413114691
2604132;413178700
2604142;413004400
2604152;413538046
2604000;412001200
2604162;413535018
2604172;413475000
2604182;413038002
2604192;413001322
2605012;447873535
2605022;486724037
2605033;413723249
2605000;413724134
2605042;413735083
2605052;413731340
2605062;413911147
2605072;413739181
2605083;413741122
2606012;158686204
2606022;158601254
2606032;158691410
2606043;158681300
2606053;158610700
2606000;158682971
2606062;158692437
2606072;158385111
2606082;158614023
2607022;412641008
2607032;412653838
2607043;158612018
2607053;412613174
2607011;412672115
2607000;412476610
2607062;412646026
2608013;413526005
2608022;413568009
2608032;413565243
2608043;413573871
2608000;413576001
2608052;413561601
2609022;158311471
2609032;158661006
2609043;158477040
2609052;158669103
2609062;158365162
2609000;158322717
2609072;158314443
2609011;158154171
2609082;158377275
2609093;158364115
2610022;412541104
2610032;412548960
2610000;413953000
2610042;412714466
2610011;412520555
2610053;412543186
2611022;412711231
2611032;412713033
2611042;412721614
2611000;412760900
2611011;412738202
2611053;412736130
2612012;158674086
2612022;158659236
2612032;413774036
2612043;158671203
2612053;158650305
2612000;158642765
2612062;158647930
2612073;158648305
2612083;413545125
2613012;447514246
2613022;413917026
2613032;343542003
2613000;413944950
2613042;343541120
2613052;343556017
2613063;413942669
2600000;413421530
2801011;897629804
2801032;897627700
2801043;895216400
2801021;897627020
2801052;897611322
2801000;897621720
2801063;897613181
2802011;556440102
2802022;556440300
2802033;552440660
2802042;552448183
2802053;552374600
2802062;556208600
2802000;556440200
2802072;552496504
2803011;236970400
2803022;236970700
2803032;236541014
2803043;236961505
2803052;236981755
2803000;236975940
2803062;236966055
2861011;552393000
2804012;552341884
2804022;552497210
2804032;552315613
2804042;552394351
2804052;552312284
2804063;552486082
2804073;552482001
2804000;552394900
2804082;552488155
2804093;552316121
2805011;877326200
2805022;876194500
2805032;876298415
2805000;876218300
2805042;876112012
2805052;876199053
2806011;877324137
2806042;874299960
2806052;874217002
2806062;874211060
2806000;874285958
2806083;874293960
2806102;874210019
2818012;876157172
2818022;876158137
2818033;876156000
2818000;876154455
2807011;896490101
2807032;896490800
2807043;552785500
2807021;896455300
2807052;896455410
2807000;896490700
2807063;552786015
2807073;897588377
2808022;897531003
2808011;897520520
2808032;897512474
2808043;897541828
2808000;897517500
2808053;897553900
2808062;897544520
2809022;897660995
2809011;897678500
2809032;897673274
2809042;895324450
2809053;552210200
2809000;897677900
2810023;874219050
2810011;897413256
2810032;897412924
2810042;897422029
2810000;897410150
2810052;897428179
2811012;896262002
2811022;896264480
2811032;896250833
2811043;896250710
2811000;896253279
2812022;564745057
2812032;564729710
2812042;564748281
2812011;564729610
2812052;564726300
2812000;564724220
2813032;875238279
2813043;875202168
2813000;877391865
2813052;875215420
2813062;876219060
2862011;895273111
2814013;895148439
2814023;897150110
2814033;896161314
2814042;895247640
2814052;895241900
2814063;895392741
2814072;895129237
2814082;897163226
2814093;895195450
2814000;895272130
2814102;895122223
2814112;895126475
2814122;896169883
2815022;896474087
2815032;896426900
2815042;896475070
2815052;897586124
2815063;897578300
2815073;896425801
2815083;897572231
2815011;896429400
2815092;896760700
2815000;896429800
2816013;874241350
2816023;873070940
2816033;874235210
2816000;874254700
2816043;874231036
2817022;896211232
2817032;896213045
2817043;896212011
2817000;896247000
2817052;897226002
2817011;896247200
2817062;896232580
2817072;896232060
2817082;896218100
2819012;874278003
2819000;874277600
2819022;874279006
2819033;874275400
2800000;895219000
3001022;672843201
3001011;672827171
3001032;672821608
3001043;672846068
3001000;672827261
3001053;672848003
3002011;672552802
3002022;672552227
3002032;672569128
3002043;672564145
3002052;672556012
3002062;672567028
3002000;672530160
3002073;673527311
3002083;672561170
3003023;614291310
3003011;614260400
3003032;614245750
3003042;614297010
3003053;614270125
3003062;614275920
3003072;614295060
3003082;614272194
3003000;614240706
3003093;614154306
3003103;614778194
3004013;655716120
3004023;655752110
3004033;655711111
3004042;655736305
3004052;655719030
3004063;655734620
3004073;655731433
3004000;655752513
3005012;614472001
3005023;614453000
3005032;614423388
3005000;614452500
3005043;614441002
3005053;614433001
3006012;627474102
3006023;627499600
3006032;627405481
3006000;627472920
3006043;627403024
3007012;627511066
3007022;627698004
3007032;627631002
3007042;627611089
3007052;627637085
3007062;627634114
3007072;627613123
3007082;627618537
3007000;625014200
3007093;627528079
3007102;627625015
3007112;627691008
3061011;627654300
3008012;627810400
3008022;627811201
3008033;627825804
3008042;627814520
3008052;627861060
3008000;627828900
3008062;627816823
3008072;627815000
3009022;632711071
3009032;632737220
3009043;632710073
3009052;632718255
3009063;632730622
3009011;632720810
3009072;632720365
3009082;632716222
3009092;632739010
3009102;632624170
3009000;632617836
3009113;632738467
3062011;632401111
3010013;632418095
3010022;632485500
3010032;632411210
3010043;632700900
3010052;632470004
3010062;632413280
3010000;632403200
3010073;632481001
3010082;632419018
3010092;632682079
3010103;632714054
3010112;632416216
3010123;632704011
3010132;632611380
3010142;632683032
3011023;612826703
3011011;655121111
3011032;655121001
3011043;655170525
3011000;655121785
3011053;655180139
3012023;655482401
3012033;627216088
3012043;627254201
3012000;627254256
3012052;627221305
3012011;627223218
3012063;627215001
3013012;655369200
3013022;655340127
3013033;655350016
3013000;655296801
3013043;655388434
3013052;655333510
3013062;655494086
3013072;655252999
3063011;655298100
3014012;612951011
3014022;612915065
3014033;957488100
3014000;957488700
3014043;612953011
3015012;614472726
3015023;614414024
3015032;614410240
3015043;614426610
3015053;614477281
3015000;614426700
3015063;683866009
3016013;616559100
3016000;612973100
3016023;672684400
3016032;672837002
3017023;627629700
3017033;627331516
3017011;625822400
3017042;627351190
3017000;627378400
3017052;625927722
3017063;627343510
3017072;627396076
3017082;627393910
3018012;627311006
3018022;627363220
3018033;627305024
3018042;627316283
3018052;627312038
3018063;627310091
3018073;627320600
3018000;627320040
3019022;672875013
3019032;672842371
3019043;672868100
3019052;672873196
3019011;672126210
3019000;672109300
3019062;672161235
3019073;672840003
3019083;672862400
3019093;672871004
3020012;627415330
3020022;627417567
3020033;627413013
3020042;627411517
3020052;627617017
3020063;627428300
3020000;627429652
3064011;616463344
3021033;618140671
3021042;616544204
3021052;618148331
3021062;618176017
3021072;618107751
3021083;618178565
3021093;618170411
3021011;618130011
3021103;618109500
3021113;618923600
3021123;618977100
3021000;618410500
3021021;618983700
3021132;618960601
3021143;618197120
3021152;618926250
3021163;616512000
3021172;618959200
3022013;655456230
3022023;655471419
3022033;655474507
3022042;655478332
3022000;655462211
3022053;655465400
3023022;632763512
3023032;632684094
3023042;632765121
3023000;632758600
3023052;632776272
3023011;632772727
3023062;632743676
3023072;632750619
3023083;632748810
3024022;612919075
3024032;612918065
3024011;612913187
3024042;612913065
3024053;612931710
3024063;612938600
3024000;612928700
3024073;612927501
3024083;672545300
3025012;612859213
3025022;612851514
3025032;612874014
3025000;612858051
3025043;612867700
3025052;612857580
3026012;612842500
3026023;612825001
3026033;612822001
3026000;612837001
3026043;612835225
3027022;632797047
3027033;632799011
3027042;632885910
3027052;632883083
3027000;632223200
3027062;632791010
3027073;632793116
3027011;632896100
3027082;632794060
3027092;632795003
3028022;672613611
3028033;672615911
3028042;614298010
3028000;672680515
3028053;618925800
3028062;672611459
3028011;672621522
3028072;672680800
3029000;683842700
3029012;656156966
3029022;683848521
3029033;683474500
3030012;614385324
3030023;614382021
3030033;614386011
3030000;616404450
3030043;632768333
3030053;616404040
3031023;672662211
3031033;672639204
3031042;672665041
3031053;672669003
3031000;672633220
3031062;672664002
3031072;672667075
3031011;672632640
3031082;672632537
3000000;616266666
3201011;943122310
3201000;943120900
3201022;943122626
3201033;943117273
3201043;943115130
3202000;957488931
3202023;957659301
3202012;957680108
3202033;957682031
3202042;957655213
3202053;957685038
3202063;957654461
3203000;943633464
3203013;943755031
3203023;943633485
3203033;673616263
3203063;943672022
3203052;943618327
3204000;914180512
3204023;914698200
3204033;914187840
3204043;913926200
3204052;913910370
3204062;914667530
3204073;914188521
3205012;913861194
3205000;913846450
3205023;913853200
3205032;913877220
3205043;913851415
3205072;913849011
3205083;913872984
3206012;914166381
3206023;914144006
3206033;914141485
3206043;914162011
3206000;914153182
3206053;914666900
3206063;914146033
3206072;914857020
3206083;914148001
3206092;914167255
3207013;913813002
3207023;913860593
3207033;913821142
3207000;913823914
3207043;913275631
3207052;913832793
3207063;913261322
3208033;943512503
3208022;943584195
3208011;943551510
3208000;943547618
3208042;943530420
3208052;943583127
3208062;943588013
3208072;943515535
3261011;943488602
3209012;943162470
3209033;943187211
3209022;943180319
3209052;943459830
3209042;943183270
3209000;947140189
3209063;943188351
3209073;943185281
3209082;943161270
3218013;913914528
3218023;913974001
3218000;913976099
3218032;913972222
3218043;913951503
3218053;913971563
3210013;957461909
3210033;957603050
3210022;957606124
3210043;957472425
3210052;957471760
3210000;957472021
3211012;913113048
3211022;913119510
3211033;913129660
3211043;914311830
3211000;914328118
3212012;915644235
3212033;915641069
3212022;915630377
3212042;915643392
3212053;913970310
3212000;918811300
3212062;915612817
3213032;943446301
3213042;943184213
3213052;598108593
3213011;943142508
3213062;598107526
3213000;598104904
3213021;598103257
3214023;915622161
3214033;915620201
3214042;915640129
3214053;915623025
3214062;915610310
3214082;915613866
3214092;915739820
3214102;915613410
3214000;914804800
3214011;915770071
3214113;915624015
3262011;914225332
3215023;943736309
3215033;943739002
3215043;943733591
3215052;943736810
3215062;943743248
3215000;943724488
3215011;943714158
3216022;943642570
3216033;946366111
3216042;943643347
3216052;943647559
3216062;943652015
3216000;943650301
3216011;943652011
3263011;913212780
3217023;672591069
3217033;672595052
3217043;672693011
3217052;672580241
3217000;672582002
3217011;672584471
3200000;914807208
